cardId;title;trefwoorden;
26649;Verjaardag kinderkaart Hoera 4 jaar;felicitatie,kinderfeestje,uitnodigingskaart,verjaardag,vrolijk,leeftijdkaart,meisje,cijfers,leeftijdskaart
26650;Verjaardag kinderkaart Hoera 5 jaar;felicitatie,kinderfeestje,uitnodigingskaart,verjaardag,vrolijk,leeftijdkaart,leeftijdskaart,jongen,cijfer
26653;Verjaardag kinderkaart Hoera 6 jaar;felicitatie,kinderfeestje,uitnodigingskaart,vrolijk,verjaardag,leeftijdkaart,jongen,cijfer,leeftijdskaart
26654;Verjaardag kinderkaart Hoera 7 jaar;felicitatie,kinderfeestje,uitnodigingskaart,verjaardag,vrolijk,7-jaar,leeftijdkaart,leeftijdskaart,cijfer,jongen
27098;Verjaardag kinderkaartHoera 8 jaar;felicitatie,kinderfeestje,uitnodigingskaart,vrolijk,8-jaar,dieren,leeftijdkaart,meisje,cijfer,leeftijdskaart
27117;Verjaardagskaart 50 jaar verkeersbord;feest,felicitatie,50,jubileumkaart,50-jaar
27356;1 jaar - ko & co - slang;1-jaar,felicitatie,kinderfeestje,kinderkaart,jarig
27497;Auto Verjaardag vijf jaar ;jarig,felicitatie,5-jaar,jongen,gefeliciteerd,autootjes,verkeer,auto,dieren,auto-s
27892;oud he 30 jaar;feest,verjaardag,uitnodigingskaart,30-jaar,30
28062;60 op oude witte duimstok;felicitatie,leeftijd,verjaardag,gefeliciteerd,uitnodiging,jubileum,duimstok,gereedschap
28063;65 jaar op witte duimstok;felicitatie,verjaardag,jarig,leeftijd,uitnodiging,jubileum,pensioen,duimstok,gereedschap
28254;Auto Verjaardag drie jaar jongen;3-jaar,jarig,autootjes,auto,verkeer,dieren,jongen,stoer,vrolijk,hond
28328;40 jaar Feest by Cartita Design;feest,uitnodigingskaart,verjaardag,vrolijk,40-jaar,humor,ballonnen,slingers,feestje,illustratie
28336;Autootjes;kinderkaart,verjaardag-jongen,auto,autootje,jongenskaart,autootjes,raceauto
28371;3 jaar verjaardag konijn;3-jaar,jarig,verjaardag,uitnodigingskaart,3,illustratie,kind
28487;4 jaar van suikerletters;4-jaar,verjaardag,gefeliciteerd,feest,snoep,fellicitatie
28495;7 jaar van suikerletters;felicitatie,gefeliciteerd,jarig,snoep,feest,uitnodiging,partijtje,zeven
28497;9 jaar van suikerletters;felicitatie,verjaardag,jarig,leeftijd,partijtje,uitnodiging,negen
28509;Verjaardagskaart jongen - 4 jaar dinosaurus;4-jaar,jarig,verjaardag,uitnodigingskaart,dino,dinosaurus,4,hip
28527;Verjaardagskaart lachende Boeddha;jarig,verjaardag,felicitatie,boeddha,geluk,spiritueel,zen,positief,orchidee,bloem
29132;65 jaar Anet Illustraties;verjaardag,felicitatie,wenskaart,65-jaar,jaarkaart
29696;Verjaardag streepvlinder;vlinder,felicitatie,sterkte,zomaar,gefeliciteerd,dierenkaart,uitnodiging,vrouw-80,bloemen,leeftijdkaart
29754;Happy bird day to you;verjaardag,jarig,felicitatie,happy-birthday,uil,grappig,feest,vogel
30175;55 op oude witte duimstok;felicitatie,verjaardag,feest,leeftijdkaart,jubileum,uitnodiging,55-jaar-getrouwd
30177;70 op oude witte duimstok;70-jaar,felicitatie,feest,leeftijdkaart,uitnodiging
30178;80 op oude witte duimstok;leeftijd,felicitatie,gefeliciteerd,uitnodiging,jarig,jubileum
30210;Verjaardagskaart kat hieperdepiep;naamkaart,verjaardag-meisje,meisje-jarig,feestje-meisje,kinderfeestje-meisje,kat,dier
30214;Verjaardagskaart kat oepsiepoepsie;felicitatie,jarig,verjaardag,kat,te-laat,katten,boho,vergeten
30226;Verjaardagskaart paarden in wei;verjaardag,jarig,gefeliciteerd,kinderkaart,naamkaart
30234;Verjaardag Postduif felicitatie;uitnodigingskaart,post-brief,te-laat,welkom-thuis,groeten,afstand,kinderkaart,verjaardag-kind
30244;85 op oude witte duimstok;leeftijd,verjaardag,jarig,uitnodiging,feest,jubileum
30245;90 op oude witte duimstok;verjaardag,leeftijd,felicitatie,uitnodiging,jarig,jubileum
30263;75 op oude gele duimstok;leeftijdkaart,leeftijd,felicitatie,verjaardag,uitnodiging,jubileum
30323;Verjaardagskaart kind dieren;leeftijdkaart,kinderkaart,verjaardag-jongen,verjaardag-meisje,uitnodiging-kinderfeestje,dieren,olifant,giraf,krokodil,zebra
30324;Verjaardag 50 goudlook met confetti;50-jaar,felicitatie,jubileum,verjaardag,getekend,50
30520;Verjaardagskaart collage chocolade;felicitatie,verjaardag,nieuwe-baan,happy-birthday,chocolade,otti,collage,nieuw
30790;zoals het vroeger was 7;nostalgisch,ansicht,nostalgie,vroeger
30828;Verjaardagskaart met vuurtoren;felicitatie,hollands,vuurtoren,jongen,man,zee,kust,varen,zeeman
30951;Girls Stuff Jarig Cartita Design;10-jaar,felicitatie-meisje,gefeliciteerd,jarig,vrolijk,make-up,beauty-time,meisje
31298;Ballonnenkaart Anet illustraties;geslaagd,felicitatie,verjaardag,gefeliciteerd,vrolijk
31392;35 jaar anet illustraties;leeftijdkaart,leeftijd,felicitatie,verjaardag,35-jaar,jarig
31483;wenskaart Brandje blussen;felicitatie,nieuwe-baan,jongen,stoer,vuur
31520;Verjaardag Vriendinnen zussen;jarig,verjaardag,verjaardag-meisje,felicitatie-meisje,birthday,shoppen,beauty,make-up,Best-friends,zussen
31604;65 jaar op gele duimstok;gefeliciteerd,felicitatie,leeftijd,uitnodiging,pensioen,techniek
31605;70 op oude gele duimstok;verjaardag,leeftijd,leeftijdkaart,70-jaar,uitnodiging,techniek
31821;jarig hoera 61 - 70 ;jarig,leeftijd,65-jaar,gelukwensen,proficiat,typografisch
32331;Anke met ballon met cijfer;3-jaar,jarig,leeftijdkaart,verjaardag,drie-jaar,ballonnen
32704;Piraten fotokaart Eigen Foto;verjaardag,jarig,felicitatie,praten,foto
32706;Cupcakes Verjaardagskaart met Eigen Foto;jarig,verjaardag,happy-birthday,cupcake,taart
32711;Confettikader Eigen Foto;verjaardag,jarig,gefeliciteerd,foto,confetti
32743;Confettikader sterren Eigen Foto;1-jaar,jarig,verjaardag,kinderfeestje,kinderkaart,confetti,feest,sterren
32871;Mini Cooper met aanhangwagen;felicitatie,wens,happy-birthday,bloemen,uitnodigingskaart,verjaardag,mini
32982;Weidebloemen met vlinder;felicitatie,bloemen,gefeliciteerd,wenskaart,jarig,natuur,vlinder
33021;Zomerbloemen met 50;verjaardag,leeftijdkaart,leeftijd,50,bloemen,klaprozen,rood,vrouw
33062;Vespa Ape geel bloemen;felicitatie,gefeliciteerd,verjaardag,bloemen,leuk
33161;Droomtuin;felicitatie,verjaardag,uitnodigingskaart,wenskaart,bloemen,natuur
33336;Verjaardagskaart met rozen en vlinder;bloemen,gefeliciteerd,jarig,rozen,vlinder,natuur
33453;Verjaardagskaart regenboogjes meisje;felicitatie,leeftijdkaart,verjaardag,felicitatie-jongen,hippe-kaart,regenboog,regenboogjes,stipjes,meisje
33459;Verjaardag kinderen met bordjes zes;felicitatie,verjaardag,6-jaar,leeftijdkaart,leeftijd,zes,grappig
33462;T-SHIRT EEN;1-jaar,leeftijdkaart,felicitatie,verjaardag,kinderfeestje,een-jaar,vrolijk
33558;Vespa Ape met orkest ;verjaardag,felicitatie,uitnodigingskaart,wenskaart,zomaar,muziek,orkest,muziekinstrumenten
33620;Verjaardagskaart koolmees met hortensia en violen;vrolijk,zomaar,violen,vogel,bloemen,natuur,vlinder,kleur
34070;Verjaardagskaart Vintage Strip met eigen foto;verjaardag,jarig,gefeliciteerd,retro,comic,cartoon,tekstwolk
34921;Foto verjaardagskaart 50 jaar;verjaardag,50-jaar,sara
34978;Vespa Ape met balllonnen;ballonnen,felicitatie,verjaardag,gefeliciteerd,jarig,vespa-ape,ballon,kinderen
35008;Taartjes 4 jaar;4-jaar,verjaardag,felicitatie,leeftijdkaart,felicitatie-meisje,leeftijd
35009;Taartjes 3 jaar;3-jaar,leeftijdkaart,verjaardag,felicitatie,taartjes,cijfers
35025;Taartjes 2 jaar;2-jaar,leeftijdkaart,verjaardag,felicitatie-meisje,jarig,taartjes,vrolijk
35162;Verjaardagskaart vogels met bloemen;happy-birthday,verjaardag,jarig,vogels,lief,vogel,bird
35630;20 op oude witte duimstok;felicitatie,leeftijd,verjaardag,feest,uitnodiging,jubileum,duimstok,gereedschap
35631;30 op oude witte duimstok;feest,felicitatie,jarig,jubileum,leeftijd,uitnodiging,dertig,duimstok,gereedschap
35632;40 op oude witte duimstok;40-jaar,jubileum,felicitatie,feest,leeftijd,uitnodiging,veertig
35633;10 op oude witte duimstok;10-jaar,felicitatie,feest,jubileum,leeftijd,duimstok,gereedschap
35634;25 jaar op gele duimstok;feest,felicitatie,verjaardag,jubileum,uitnodiging
35636;50 jaar op gele duimstok;50-jaar,leeftijdkaart,jubileum,feest,felicitatie
35642;15 jaar op gele duimstok;leeftijd,jubileum,verjaardag,felicitatie,uitnodiging
35643;35 jaar op gele duimstok;gefeliciteerd,leeftijd,jubileum,verjaardag,uitnodiging
35645;45 jaar op gele duimstok;jubileum,leeftijd,feest,felicitatie,uitnodiging
35717;Verjaardagskaart Rozentuin;felicitatie,verjaardag,rozen,tuin,jarig,bloemen,zomer,roodborst,poes
35718;Vespa Ape met taartjes;taart,vrolijk,verjaardag,vespa-ape,cake
35827;Vlaggetjes en ballonnen;felicitatie,vlaggen,verjaardag,taartjes,vrolijk,ballonnen,vlag
36097;VW bus geel met bloemen;felicitatie,sorry,te-laat,verjaardag
36162;kroon jarig uitnodiging of felicitatie;verjaardag,uitnodigingskaart,felicitatie,kroon,geboorte
36866;16 van omklapcijfers;leeftijd,leeftijdkaart,verjaardag,16-jaar,uitnodiging,feest,party,zestien
36867;18 van omklapcijfers;gefeliciteerd,leeftijd,leeftijdkaart,felicitatie,uitnodiging,achttien
36868;21 van omklapcijfers;felicitatie,leeftijdkaart,leeftijd,verjaardag,uitnodiging,party,21-jaar
37361;18 jaar bloemen;verjaardag,felicitatie,leeftijdkaart,leeftijd,18-jaar,bloemen
37596;Herfstbos felicitatie;felicitatie,gefeliciteerd,jarig,wens,natuur,vogel
37644;50 jaar in bessenmotief;abraham,50-jaar,leeftijdkaart,felicitatie,verjaardag,leeftijd,sarah
37812;50 in champagne glazen;leeftijd,leeftijdkaart,verjaardag,uitnodiging,jubileum,vijftig
37813;40 in champagne glazen;40-jaar,leeftijdkaart,leeftijd,verjaardag
37814;65 in champagne glazen;leeftijdkaart,leeftijd,felicitatie,jubileum,uitnodiging,pensioen,feest,borrel
37858;60 in champagne glazen;leeftijd,leeftijdkaart,jubileum,verjaardag,uitnodiging,feest,borrel
38069;Voetbal kaart Anet Illustraties;leeftijdkaart,felicitatie,verjaardag,voetbal
38498;Gefeliciteerd vrolijk bloem CartitaDesig;gefeliciteerd,jarig,verjaardag,uitnodigingskaart,bloemen,boho,bohemian,hartjes,vrolijk,botanisch
38580;Verjaardagskaart bruine Cupcakes - OT;verjaardag,felicitatie,gefeliciteerd,muffin,taart,otti,vintage,grappig
38665;Jarig met vlinders;felicitatie,verjaardag,jarig,kinderkaart,jubileum
38687;Persoonlijke Krant;felicitatie,huwelijksjubileum,jubileumkaart,25-jaar-getrouwd,krant,moederdag,vaderdag,krantenpagina
38690;Jarig auto feest ;3-jaar,gefeliciteerd,verjaardag,stoer,autootjes,auto,dieren,verkeer,jarig,jongen
38727;Witte felicitatie Roos-tulpen ;verjaardag,felicitatie,jarig,leeftijdkaart,bloemen
38922;Zingende roodborst staand;verjaardag,felicitatie,kinderkaart,wenskaart,uitnodigingskaart,jarig,roodborst,zingen
39022;de Mosterd van Abraham;verjaardag,50-jaar,abraham,mosterd,naamkaart
39472;Verjaardagskaart met herten;felicitatie,verjaardag,jarig,mannenkaart,hert,natuur,bos,dieren,herfst
39688;Verjaardagskaart meisje jungle ;5-jaar,verjaardag,kinderfeestje,vrolijk,tijger,jungle,takjes,palmboom
40484;Gefeliciteerd met champagne;nieuwe-baan,jarig,otti,retro,vintage,geslaagd,champagne,cheers
40645;35 in champagne glazen;verjaardag,leeftijd,leeftijdkaart,jubileum,uitnodiging,borrel,feest,35
40647;75 in champagne glazen;felicitatie,leeftijd,leeftijdkaart,verjaardag,uitnodiging,vijfenzeventig,borrel,feest,75
42522;Hondjes verjaardag;gefeliciteerd,jarig,verjaardag,hondjes,cadeautjes
42847;Jarig met pimpelmees;gefeliciteerd,felicitatie,verjaardag,jubileum,vogels,natuur,pimpelmees,man,dieren
43030;Jarig Gefeliciteerd elfje ;bloemen,gefeliciteerd,jarig,felicitatie,verjaardag,verjaardagsfeest,lettering,elfje,hartjes,boho
43033;Gefeliciteerd van ons allemaal;verjaardag,jarig,groepskaart,grappig,verjaardag-grappig,Van-ons-allemaal,Kaart-van-groep
43191;80 in champagne glazen;leeftijd,leeftijdkaart,uitnodigingskaart,jubileum,feest,uitnodiging,tachtig
44210;Verjaardag Amaryllis;bloemen,gefeliciteerd,zomaar,beterschap,wens,80,tachtig,bloemenkaart
44240;Vespa Ape met alles;leeftijdkaart,gefeliciteerd,jarig,uitnodigingskaart,verjaardag,felicitatie
44328;Jarig met roodborstje in wintersfeer;felicitatie,jarig,uitnodigingskaart,roodborstje,vogel,winter,sneeuw,natuur
44697;Stoere sprookjes trein;stoer,jongen,getekend,trein,reus,draak,schat,kasteel
44869;Cupcake kaart met bijpassende binnenkant;gefeliciteerd,jarig,uitnodigingskaart,verjaardag
44978;Super felicitatie voor stoere jongen;10-jaar,felicitatie-jongen,naamkaart,stoer,superheld,jongen
44985;GRAPPIGE FEEST AAP;10-jaar,verjaardag,vrolijk,uitnodigingskaart,naamkaart
45147;Meisje Ballonnen Jarig Tekening;verjaardag,kinderfeestje,gefeliciteerd,felicitatie,meisje
45151;Meisje Ballonnen Boom Cartita Design;verjaardag,felicitatie,gefeliciteerd,meisje,lief,ballonnen,stippen,kado-s,bloemen
45153;Jarig Lente Knuffel ;hartjes,blauw,geel,bloemen,lief,knuffel,schattig,meisje,vlinder,lente
45155;Jarig Leeftijd Hartjes Lief;5-jaar,leeftijdkaart,verjaardag,felicitatie,meisje,bloemen,hartje,boom,knuffel,roze
45329;Lief Meisje Schildpad ;6-jaar,felicitatie-meisje,verjaardag-meisje,te-laat,illustratie,dieren,schildpad,meisje,tuin
45331;Meisje Knuffel Jarig Carita Design;4-jaar,feestje-meisje,felicitatie-meisje,meisje-kinderkaart,vrolijk,schattig,verjaardag-meisje
45570;YVON verjaardag mode fashion;verjaardag,felicitatie,verjaardag-meisje,meisje,negatief
45607;Renault vier verjaardagskaart;leeftijdkaart,verjaardag,felicitatie,jarig,gefeliciteerd
45649;verjaardag meisje tiener makeup;uitnodigingskaart,kinderfeestje,felicitatie,feest,make-up,tiener,puber,YVON
45660;Lente verjaardagskaart Anet Illustraties;leeftijdkaart,jarig,felicitatie,gefeliciteerd,6-jaar,verjaardag,lente
45676;Meisje elfje;verjaardag,gefeliciteerd,meisje,elfje,sterren
46157;Feestje onder de grond - zie binnenkant;10-jaar,felicitatie,jarig,verjaardag,vrolijk,struisvogel,verrassing
46363;Verjaardagskaart voorjaar met eendje;uitnodigingskaart,jarig,lente,pasen,kinderkaart,eend,bloemen,natuur,sneeuwklokjes,krokus
46464;Verjaardagskaart 30 jaar vlakken;30-jaar,felicitatie,leeftijd,verjaardag,wenskaart
46621;Jarig met lammetjes;felicitatie,verjaardag,jarig,kinderkaart,lammetjes,pasen,vlinder,natuur,weide,lente
46638;Verjaardag boefje;ruitjes,kinderkaart,verjaardag,lief,kind,boefje,illustratie,tekening
46829;Fotokaart 3 Lammetjes in 't gras;felicitatie,te-laat,verjaardag,zomaar,wenskaart
47020;Verjaardagskaart met drie pimpelmeesjes;felicitatie,kinderkaart,jarig,verjaardag,fantasie,vogels,poes,natuur
47780;Ballerina Ballet Jarig ;meisje,ballerina,ballet,lief,schattig,jarig,konijn,theater,roze,voorstelling
47793;Ballonkader met eigen foto;jarig,verjaardag,10-jaar,feest,ballonnen
47806;Ballerina Jarig Meisje hartjes;ballet,ballerina,roze,vlinders,meisje,hartjes,jarig,konijn,ballonnen,vrolijk
48008;hoeveel jaar kraam zelf invullen;jarig,feest,uitnodigingskaart,verjaardag,felicitatie,krijtbord,kraam
48009;jarig bloemenkraam zelf invullen;verjaardag,felicitatie,jarig,gefeliciteerd,feest,bloemen,vintage,uitnodiging
48022;Gefeliciteerd piloot;gefeliciteerd,vliegtuig,piloot,vakantie-kinderkaart,stoer,lief,vrolijk,illustratie
48023;Gefeliciteerd BB Bloemen Roze Vlinders;verjaardag,jarig,meisje,felicitatie,tuinfeestje,bloemen,botanisch,boho,bohemian,roze
48024;Gefeliciteerd BB Bloemen Blauw Vlinder;felicitatie,verjaardag,meisje,tuinfeestje,bloemen,botanisch,boho,bohemian,vlinders,ruitje
48027;Gefeliciteerd BB Bloemen groen Cartita;felicitatie,verjaardag,bloemen,vrolijk,uitnodigingskaart,boho,bohemian,vlinders,vogels
48887;Nederlands Elftal Oranje Voetbal Kaart;felicitatie,voetbal,gefeliciteerd,felicitatie-jongen,stoer,naamkaart,Nederlands-elftal,hup-holland
48890;Voetbal Kaart in Amsterdamse kleuren;ajax,verjaardag,gefeliciteerd,naamkaart,stoer,amsterdam,voetbal,voetbalkaart
48894;Jij Bent De Voetbal Ster;voetbal,psv,felicitatie-jongen,naamkaart,stoer,felicitatie,jongen
48895;Voetbal Verjaardag Oranje Cartita Design;voetbal,hollands,jarig,felicitatie,bloemen,verjaardag
49073;Jij bent een rood-blauwe voetbal ster;felicitatie,naamkaart,stoer,verjaardag,jongen,FC-Barcelona
49110;gefeliciteerd 100 jaar -BF;verjaardag,vrolijk,felicitatie,gefeliciteerd,100-jaar,feest,jubileum,leeftijdkaart
49172;JIJ SCOORT DE GOAL - voetbal kaart;felicitatie-jongen,naamkaart,verjaardag,stoer,10-jaar,psv
49173; Voetbal Kaart in Rotterdamse kleuren;felicitatie,verjaardag,jongen,naamkaart,leeftijdkaart,voetbal,feyenoord-rotterdam
49311;Jarig met eekhoorntjes;kinderkaart,jarig,dieren,eekhoorn,natuur,lief,knaagdier
49350;Verjaardagskaart Cover Kadootjes ;verjaardag,jarig,happy-birthday,felicitatie,magazine
49456;taartjes met tekstballon;felicitatie,verjaardag,wenskaart,tekstballonkaart,taartjes
49674;Gefeliciteerd Brandweer Cartita Design;jarig,jongen,verjaardag,brandweerauto,kinderfeestje,brandweermannetjes,brandweer,hond,grappig,humor
49725;Verjaardag zonnige roze tulpen;felicitatie,verjaardag,zomaar,wenskaart,bloemen,beterschap,naamkaart
49739;Jarig met koolmees en klaprozen;jarig,felicitatie,verjaardag,uitnodigingskaart,klaprozen,vogel,koolmees,bloemen,natuur
49840;verjaardag sier bloemen en harten;verjaardag,jarig,felicitatie,gefeliciteerd,feest,bloemen,rozen,naamkaartje
50027;voetbal shirt tekst zelf invullen c;verjaardag,jarig,felicitatie,feest,voetbal,stoer,voetbalshirt,trendy
50028;voetbal shirt tekst zelf invullen d;verjaardag,jarig,felicitatie,feest,voetbal,t-shirt,voetbalshirt,sport
50029;voetbal shirt tekst zelf invullen e;verjaardag,jarig,felicitatie,feest,feyenoord,voetbal,shirt,voetbalshirt
50030;voetbal shirt tekst zelf invullen f;verjaardag,jarig,felicitatie,feest,psv,t-shirt,voetbalshirt,voetbal
50129;jarig foto en zelf invullen c;verjaardag,jarig,felicitatie,feest,bloemen,hout,fotokaart,boek
50130;jarig foto en zelf invullen d;uitnodigingskaart,verjaardag,jarig,felicitatie,feest,vintage,fotokaart,foto
50968;Stoere verjaardagskaart postzak;felicitatie,verjaardag,felicitatie-jongen
51010;Verjaardagskaart Bonbons - OT;jarig,verjaardag,happy-birthday,felicitatie,bonbon,otti,chocolade
51214;Verjaardagskaart bakker met taart met sterretjes;verjaardag,felicitatie,gefeliciteerd,taart,vrolijk,verjaardag-taart,taartjes
51234;Verjaardagskaart giraf met bladeren;felicitatie,taart,verjaardag,giraf,cactus,giraffe,lief
51328;Jarig BB Taart Bloemen Ruitje;felicitatie,jarig,verjaardag,bloemen,uitnodigingskaart,boho,bohemian,taart,eten,vlinders
51332;Gefeliciteerd Ruitje Meisje ;felicitatie,jarig,verjaardag,meisje,bloemen,drop,snoep,vrolijk,ruitje,modern
51335;Jarig Ruitje Bloemen Ballonnen;bloemen,meisje,jarig,ballonnen,vrolijk,knuffel,figuratief,boho,bohemian,lief
51445;Verjaardagskaart rode tulpen OT;jarig,gefeliciteerd,otti,foto,bloemen,lente,voorjaar,spring,tulpen,keukenhof
51451;Happy Birthday Gele Tulpen ;bloemen,felicitatie,jarig,tulpen,tulp,closeup,otti,hieperdepiep
51553;Hout lint en bloemen;50-jaar,felicitatie,verjaardag,jarig,bloemen,gefeliciteerd
51554;Hout lint en paars witte bloemen;gefeliciteerd,verjaardag,felicitatie,felicitatie-huwelijk,felicitatie-jubileum
51873;Grappige Vespa Ape met rode bloemen;jarig,felicitatie,verjaardag,leeftijdkaart,grappige-verjaardagskaart
52368;YVON straat kat eigen foto verjaardag;verjaardag,jarig,felicitatie,foto,kinderkaart
52373;YVON straat auto scooter verjaardag;jarig,verjaardag,felicitatie
52395;YVON straat konijn ballonnen eigen foto;felicitatie,verjaardag,uitnodigingskaart,leeftijd,gefeliciteerd,konijn,dieren,verjaardag-kind
52626;Jarig humor met geit;verjaardag,jarig,felicitatie,hollands,uitnodigingskaart,geit,grappig,humor
52882;Verjaardagskaart Hertelijk gefeliciteerd ;verjaardag,jarig,felicitatie,grappig,natuur,otti,nieuw,hert
52896;Verjaardagskaart bloemen donkere achtergrond;40-jaar,felicitatie,verjaardag,hollands,verjaardagskaartje,bloem,takjes,feestelijk,senior
52954;Jarig met humor KOE;felicitatie,verjaardag,vrolijk,jarig,mannenkaart,koe,natuur,molen
52999;Verjaardagskaart vrolijk getekende bloemen;verjaardag,felicitatie,jarig,tulpen,jute-en-tulpen,bloemen,glitterlook
53255;Happy Birthday leeftijd TAART;leeftijdkaart,taart,leeftijd,cupcake,party-girls,kaarsjes,thee,vrolijk
53269;Gefeliciteed Hout Bloemen Paars;verjaardag,felicitatie,gefeliciteerd,jarig,felicitatie-meisje
53365;woordzoeker verjaardagsfeest;uitnodigingskaart,feest,kinderfeestje,verjaardag,meisje
53497;Gefeliciteed Ruitjes Bloemen Paars;felicitatie,gefeliciteerd,jarig,verjaardag,bloemen,meisje,boho,bohemian,botanisch,vrolijk
53502;30 in champagneglazen;30-jaar,verjaardag,leeftijd,champagne,uitnodiging,borrel,feest,dertig
53710;Scrapbook Verjaardagskaart Eigen Foto;jarig,verjaardag,gefeliciteerd,1-jaar
53918;Verjaardagskaart bloemen Gele tulpen;bloemen,flowers,lente,voorjaar,vrolijk,otti,tulp,zonnig,jarig,bloemetje
